Date: Time, TimeSinceLoad(s), PPID, TimeStamp (Shimmer),Skin Conductance,Skin Resistance,PPG,HRV,Heart Rate,X (Shimmer),Y (Shimmer),Z (Shimmer),Gyro P (Shimmer),Gyro R (Shimmer),Gyro Y (Shimmer),Event
0:25/12/2019 17:14:49.392,2.879327, 4_Baseline, 436957.1103637, 3067, 911.960571289063, 1396.33703613281, 656.25, 91.4285736083984, -2.5062837600708, -4.34230995178223, 8.82345867156982, 0.7175572514534, -1.11450386047363, 0.687022924423218,Starts
0:25/12/2019 17:14:49.392,2.87935, 4_Baseline, 436957.1120329, 3066, 912.33984375, 1382.41760253906, 656.25, 91.4285736083984, -2.52543377876282, -4.34949111938477, 8.83542823791504, 0.793893158435822, -1.16030538082123, 0.80916029214859,Starts
0:25/12/2019 17:14:49.392,2.879375, 4_Baseline, 436957.1544696, 3065, 912.719360351563, 1368.49816894531, 656.25, 91.4285736083984, -2.51346492767334, -4.33512878417969, 8.83782196044922, 0.992366433143616, -1.02290081977844, 0.610687017440796,Starts
0:25/12/2019 17:14:49.392,2.879403, 4_Baseline, 436957.1654039, 3066, 912.33984375, 1358.24169921875, 656.25, 91.4285736083984, -2.51585865020752, -4.32555341720581, 8.83542823791504, 0.458015263080597, -0.641221344470978, 0.900763332843781,Starts
0:25/12/2019 17:14:49.392,2.879428, 4_Baseline, 436957.1665124, 3064, 913.099243164063, 1347.9853515625, 656.25, 91.4285736083984, -2.50867748260498, -4.33512878417969, 8.80909633636475, 0.992366433143616, -0.625954210758209, 0.519083976745605,Starts
0:25/12/2019 17:14:49.392,2.879453, 4_Baseline, 436957.1667164, 3065, 912.719360351563, 1337.72888183594, 656.25, 91.4285736083984, -2.50867748260498, -4.32555341720581, 8.81388378143311, 0.824427485466003, -0.503816783428192, 0.916030526161194,Starts
0:25/12/2019 17:14:49.392,2.879478, 4_Baseline, 436957.1684787, 3064, 913.099243164063, 1328.93774414063, 656.25, 91.4285736083984, -2.50867748260498, -4.35427904129028, 8.80670261383057, 0.534351170063019, -0.244274809956551, 0.625954210758209,Starts
0:25/12/2019 17:14:49.392,2.879518, 4_Baseline, 436957.1686375, 3064, 913.099243164063, 1328.93774414063, 656.25, 91.4285736083984, -2.51825261116028, -4.34470367431641, 8.82106494903564, 1.02290081977844, -0.106870226562023, 0.763358771800995,Starts
0:25/12/2019 17:14:49.392,2.879543, 4_Baseline, 436957.1713384, 3064, 913.099243164063, 1332.60070800781, 656.25, 91.4285736083984, -2.52782773971558, -4.33273506164551, 8.81388378143311, 0.992366433143616, -0.183206111192703, 0.763358771800995,Starts
0:25/12/2019 17:14:49.392,2.879565, 4_Baseline, 436957.183537, 3065, 912.719360351563, 1338.46154785156, 656.25, 91.4285736083984, -2.53022146224976, -4.31358480453491, 8.8402156829834, 1.20610690116882, -0.0763358771800995, 0.824427485466003,Starts
0:25/12/2019 17:14:49.392,2.879588, 4_Baseline, 436957.2093018, 3063, 913.479431152344, 1342.85717773438, 656.25, 91.4285736083984, -2.52064633369446, -4.32315969467163, 8.82345867156982, 1.32824432849884, 0.183206111192703, 1.08396947383881,Starts
0:25/12/2019 17:14:49.392,2.879614, 4_Baseline, 436957.209576, 3064, 913.099243164063, 1347.25280761719, 656.25, 91.4285736083984, -2.54219031333923, -4.32555341720581, 8.81867122650146, 1.66412210464478, 0.763358771800995, 0.977099239826202,Starts
0:25/12/2019 17:14:49.392,2.879637, 4_Baseline, 436957.2098079, 3063, 913.479431152344, 1351.64831542969, 656.25, 91.4285736083984, -2.55655288696289, -4.34230995178223, 8.84500312805176, 1.51145040988922, 0.290076345205307, 1.11450386047363,Starts
0:25/12/2019 17:14:49.392,2.879661, 4_Baseline, 436957.2351988, 3064, 913.099243164063, 1356.0439453125, 703.125, 85.3333358764648, -2.57809686660767, -4.32315969467163, 8.84260940551758, 1.72519087791443, 0.396946579217911, 1.03816795349121,Starts
0:25/12/2019 17:14:49.392,2.879683, 4_Baseline, 436957.2353505, 3063, 913.479431152344, 1359.70690917969, 703.125, 85.3333358764648, -2.5828845500946, -4.32315969467163, 8.79952144622803, 1.72519087791443, 0.351145029067993, 1.00763356685638,Starts
0:25/12/2019 17:14:49.392,2.879709, 4_Baseline, 436957.2392031, 3062, 913.859924316406, 1361.17211914063, 703.125, 85.3333358764648, -2.61160969734192, -4.31119108200073, 8.77558326721191, 1.54198467731476, 0.0305343512445688, 0.870229005813599,Starts
0:25/12/2019 17:14:49.392,2.879731, 4_Baseline, 436957.2412201, 3065, 912.719360351563, 1365.56774902344, 703.125, 85.3333358764648, -2.56373429298401, -4.31837224960327, 8.78994655609131, 1.78625953197479, 0.152671754360199, 0.656488537788391,Starts
0:25/12/2019 17:14:49.392,2.879753, 4_Baseline, 436957.2413971, 3065, 912.719360351563, 1367.765625, 703.125, 85.3333358764648, -2.54937171936035, -4.31119108200073, 8.79473400115967, 1.51145040988922, -0.0610687024891377, 0.534351170063019,Starts
0:25/12/2019 17:14:49.392,2.879776, 4_Baseline, 436957.2591893, 3064, 913.099243164063, 1369.23071289063, 703.125, 85.3333358764648, -2.56373429298401, -4.30400943756104, 8.80430889129639, 1.31297707557678, 0.0763358771800995, 1.20610690116882,Starts
0:25/12/2019 17:14:49.392,2.879803, 4_Baseline, 436957.2611152, 3065, 912.719360351563, 1372.1611328125, 703.125, 85.3333358764648, -2.66187906265259, -4.30879735946655, 8.75643348693848, 1.05343508720398, -0.366412222385406, 1.37404584884644,Starts
0:25/12/2019 17:14:49.421,2.908914, 4_Baseline, 436957.2930133, 3064, 913.099243164063, 1374.35900878906, 703.125, 85.3333358764648, -2.62597250938416, -4.2968282699585, 8.78276443481445, 1.34351146221161, -0.580152690410614, 0.763358771800995,Starts
0:25/12/2019 17:14:49.421,2.908981, 4_Baseline, 436957.2931922, 3065, 912.719360351563, 1376.55676269531, 703.125, 85.3333358764648, -2.56134057044983, -4.27528429031372, 8.80191516876221, 1.14503812789917, -0.671755731105804, 0.412213742733002,Starts
0:25/12/2019 17:14:49.422,2.909038, 4_Baseline, 436957.2933302, 3063, 913.479431152344, 1375.09155273438, 703.125, 85.3333358764648, -2.53740286827087, -4.27049684524536, 8.81388378143311, 0.885496199131012, -0.427480906248093, 0.641221344470978,Starts
0:25/12/2019 17:14:49.422,2.909142, 4_Baseline, 436957.2970373, 3063, 913.479431152344, 1378.02197265625, 703.125, 85.3333358764648, -2.57330942153931, -4.29443454742432, 8.78755283355713, 0.702290058135986, -0.702290058135986, 0.778625965118408,Starts
0:25/12/2019 17:14:49.422,2.909195, 4_Baseline, 436957.2991898, 3063, 913.479431152344, 1384.61535644531, 703.125, 85.3333358764648, -2.58049082756042, -4.28485918045044, 8.79712772369385, 0.687022924423218, -0.641221344470978, 0.793893158435822,Starts
0:25/12/2019 17:14:49.422,2.909248, 4_Baseline, 436957.3011788, 3064, 913.099243164063, 1388.27844238281, 703.125, 85.3333358764648, -2.57570314407349, -4.31119108200073, 8.79473400115967, 0.702290058135986, -0.748091578483582, 0.931297719478607,Starts
0:25/12/2019 17:14:49.443,2.930329, 4_Baseline, 436957.3349282, 3063, 913.479431152344, 1386.81323242188, 703.125, 85.3333358764648, -2.60442852973938, -4.32555341720581, 8.81388378143311, 1.02290081977844, -0.641221344470978, 0.992366433143616,Starts
0:25/12/2019 17:14:49.443,2.930372, 4_Baseline, 436957.335124, 3063, 913.479431152344, 1383.8828125, 703.125, 85.3333358764648, -2.59485340118408, -4.31119108200073, 8.81627750396729, 0.870229005813599, -0.7175572514534, 1.05343508720398,Starts
0:25/12/2019 17:14:49.443,2.930398, 4_Baseline, 436957.3353316, 3062, 913.859924316406, 1383.15014648438, 703.125, 85.3333358764648, -2.59006571769714, -4.30879735946655, 8.82345867156982, 1.31297707557678, -0.748091578483582, 1.14503812789917,Starts
0:25/12/2019 17:14:49.443,2.930423, 4_Baseline, 436957.3369424, 3063, 913.479431152344, 1381.68493652344, 703.125, 85.3333358764648, -2.57330942153931, -4.32555341720581, 8.79952144622803, 1.14503812789917, -0.763358771800995, 1.05343508720398,Starts
0:25/12/2019 17:14:49.443,2.930448, 4_Baseline, 436957.3372047, 3061, 914.24072265625, 1376.55676269531, 703.125, 85.3333358764648, -2.54937171936035, -4.31597852706909, 8.825852394104, 1.40458011627197, -0.854961812496185, 1.08396947383881,Starts
0:25/12/2019 17:14:49.469,2.956484, 4_Baseline, 436957.3609185, 3062, 913.859924316406, 1370.69592285156, 703.125, 85.3333358764648, -2.57091569900513, -4.31358480453491, 8.80430889129639, 1.3893129825592, -0.885496199131012, 0.931297719478607,Starts
0:25/12/2019 17:14:49.469,2.956518, 4_Baseline, 436957.3610507, 3063, 913.479431152344, 1367.765625, 703.125, 85.3333358764648, -2.57091569900513, -4.30400943756104, 8.82106494903564, 1.32824432849884, -0.503816783428192, 1.03816795349121,Starts
0:25/12/2019 17:14:49.469,2.956541, 4_Baseline, 436957.3629318, 3062, 913.859924316406, 1361.17211914063, 703.125, 85.3333358764648, -2.54458403587341, -4.31119108200073, 8.81627750396729, 1.20610690116882, -0.320610672235489, 1.40458011627197,Starts
0:25/12/2019 17:14:49.491,2.977976, 4_Baseline, 436957.3847948, 3060, 914.621887207031, 1355.31140136719, 703.125, 85.3333358764648, -2.56134057044983, -4.30640316009521, 8.81867122650146, 1.23664116859436, -0.595419824123383, 1.06870234012604,Starts
0:25/12/2019 17:14:49.517,3.005781, 4_Baseline, 436957.384927, 3062, 913.859924316406, 1349.45056152344, 703.125, 85.3333358764648, -2.58049082756042, -4.31837224960327, 8.82106494903564, 1.34351146221161, -0.7175572514534, 0.748091578483582,Starts
0:25/12/2019 17:14:49.522,3.010349, 4_Baseline, 436957.412698, 3061, 914.24072265625, 1344.32238769531, 703.125, 85.3333358764648, -2.57570314407349, -4.30400943756104, 8.81388378143311, 1.28244268894196, -0.839694678783417, 1.03816795349121,Starts
0:25/12/2019 17:14:49.522,3.010382, 4_Baseline, 436957.4128655, 3062, 913.859924316406, 1344.32238769531, 703.125, 85.3333358764648, -2.57570314407349, -4.31837224960327, 8.85697174072266, 1.41984736919403, -0.412213742733002, 0.900763332843781,Starts
0:25/12/2019 17:14:49.522,3.01041, 4_Baseline, 436957.4148257, 3060, 914.621887207031, 1346.52014160156, 703.125, 85.3333358764648, -2.57091569900513, -4.33034133911133, 8.82106494903564, 1.61832058429718, -0.458015263080597, 0.793893158435822,Starts
0:25/12/2019 17:14:49.522,3.010504, 4_Baseline, 436957.4149794, 3060, 914.621887207031, 1350.91577148438, 703.125, 85.3333358764648, -2.54697775840759, -4.33034133911133, 8.83542823791504, 1.80152666568756, -0.290076345205307, 0.763358771800995,Starts
0:25/12/2019 17:14:49.526,3.014283, 4_Baseline, 436957.4187327, 3060, 914.621887207031, 1350.91577148438, 703.125, 85.3333358764648, -2.55894684791565, -4.31837224960327, 8.8402156829834, 1.72519087791443, -0.152671754360199, 1.03816795349121,Starts
0:25/12/2019 17:14:49.546,3.033811, 4_Baseline, 436957.4352117, 3061, 914.24072265625, 1350.18310546875, 703.125, 85.3333358764648, -2.54458403587341, -4.32555341720581, 8.82106494903564, 1.6946564912796, 0.0458015277981758, 1.11450386047363,Starts
0:25/12/2019 17:14:49.546,3.03386, 4_Baseline, 436957.4355091, 3059, 915.003356933594, 1347.9853515625, 703.125, 85.3333358764648, -2.53979659080505, -4.30640316009521, 8.825852394104, 1.49618315696716, 0, 0.977099239826202,Starts
0:25/12/2019 17:14:49.568,3.056644, 4_Baseline, 436957.459592, 3060, 914.621887207031, 1342.85717773438, 703.125, 85.3333358764648, -2.56373429298401, -4.33273506164551, 8.82106494903564, 1.58778631687164, 0.274809151887894, 0.656488537788391,Starts
0:25/12/2019 17:14:49.569,3.056697, 4_Baseline, 436957.459777, 3059, 915.003356933594, 1339.9267578125, 703.125, 85.3333358764648, -2.54937171936035, -4.31597852706909, 8.80191516876221, 1.61832058429718, 0.610687017440796, 0.931297719478607,Starts
0:25/12/2019 17:14:49.569,3.056738, 4_Baseline, 436957.4615882, 3060, 914.621887207031, 1339.19409179688, 703.125, 85.3333358764648, -2.57809686660767, -4.31358480453491, 8.81388378143311, 1.66412210464478, 0.610687017440796, 0.854961812496185,Starts
0:25/12/2019 17:14:49.569,3.056763, 4_Baseline, 436957.4635985, 3058, 915.385070800781, 1338.46154785156, 703.125, 85.3333358764648, -2.57809686660767, -4.30400943756104, 8.81627750396729, 1.72519087791443, 0.381679385900497, 1.11450386047363,Starts
0:25/12/2019 17:14:49.613,3.101196, 4_Baseline, 436957.499564, 3058, 915.385070800781, 1340.65930175781, 703.125, 85.3333358764648, -2.56134057044983, -4.30879735946655, 8.81149005889893, 2.04580163955688, 0.656488537788391, 0.793893158435822,Starts
0:25/12/2019 17:14:49.613,3.101234, 4_Baseline, 436957.5034898, 3060, 914.621887207031, 1342.85717773438, 703.125, 85.3333358764648, -2.56852173805237, -4.30161571502686, 8.83303451538086, 2.24427485466003, 1.03816795349121, 1.09923660755157,Starts
0:25/12/2019 17:14:49.624,3.112173, 4_Baseline, 436957.5114918, 3059, 915.003356933594, 1345.78759765625, 703.125, 85.3333358764648, -2.55655288696289, -4.30400943756104, 8.8521842956543, 2.42748093605042, 1.46564888954163, 1.08396947383881,Starts
0:25/12/2019 17:14:49.636,3.123564, 4_Baseline, 436957.5294223, 3057, 915.767211914063, 1346.52014160156, 703.125, 85.3333358764648, -2.58767199516296, -4.31597852706909, 8.83542823791504, 2.48854970932007, 1.41984736919403, 1.19083964824677,Starts
0:25/12/2019 17:14:49.636,3.123612, 4_Baseline, 436957.5296859, 3057, 915.767211914063, 1346.52014160156, 703.125, 85.3333358764648, -2.58527827262878, -4.30640316009521, 8.83782196044922, 2.48854970932007, 1.35877859592438, 1.1297709941864,Starts
0:25/12/2019 17:14:49.636,3.123646, 4_Baseline, 436957.5313716, 3059, 915.003356933594, 1345.05493164063, 703.125, 85.3333358764648, -2.61160969734192, -4.30400943756104, 8.82106494903564, 2.65648865699768, 1.80152666568756, 0.854961812496185,Starts
0:25/12/2019 17:14:49.636,3.123672, 4_Baseline, 436957.5316518, 3058, 915.385070800781, 1343.58972167969, 703.125, 85.3333358764648, -2.59964084625244, -4.28007173538208, 8.825852394104, 2.50381684303284, 1.58778631687164, 0.625954210758209,Starts
0:25/12/2019 17:14:49.647,3.134544, 4_Baseline, 436957.5335781, 3057, 915.767211914063, 1344.32238769531, 703.125, 85.3333358764648, -2.6020348072052, -4.26570892333984, 8.82106494903564, 2.71755719184875, 2.04580163955688, 0.854961812496185,Starts
0:25/12/2019 17:14:49.666,3.153695, 4_Baseline, 436957.5594424, 3057, 915.767211914063, 1342.12451171875, 703.125, 85.3333358764648, -2.61160969734192, -4.28485918045044, 8.80430889129639, 2.62595415115356, 1.67938935756683, 0.580152690410614,Starts
0:25/12/2019 17:14:49.666,3.153805, 4_Baseline, 436957.5596978, 3057, 915.767211914063, 1341.39196777344, 703.125, 85.3333358764648, -2.61400365829468, -4.28007173538208, 8.78755283355713, 2.6106870174408, 1.67938935756683, 0.763358771800995,Starts
0:25/12/2019 17:14:49.666,3.153861, 4_Baseline, 436957.5613129, 3058, 915.385070800781, 1340.65930175781, 703.125, 85.3333358764648, -2.62597250938416, -4.27528429031372, 8.79234027862549, 2.67175579071045, 1.4351145029068, 0.824427485466003,Starts
0:25/12/2019 17:14:49.692,3.180182, 4_Baseline, 436957.5832312, 3056, 916.149597167969, 1336.99633789063, 703.125, 85.3333358764648, -2.6020348072052, -4.28246545791626, 8.78515815734863, 2.33587789535522, 1.63358783721924, 0.687022924423218,Starts
